time,source,destination,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,status
2,C987$@DOM1,SYSTEM@C987,C987,C987,Negotiate,Service,LogOn,Success
2,C989$@DOM1,SYSTEM@C989,C989,C989,Negotiate,Service,LogOn,Success
2,C99$@DOM1,SYSTEM@C99,C99,C99,Negotiate,Service,LogOn,Success
2,C990$@DOM1,C990$@DOM1,C990,C990,?,?,TGS,Success
2,C990$@DOM1,C990$@DOM1,C990,TGT,?,?,TGS,Success
2,C992$@DOM1,SYSTEM@C992,C992,C992,Negotiate,Service,LogOn,Success
2,C994$@DOM1,SYSTEM@C994,C994,C994,Negotiate,Service,LogOn,Success
2,U101@DOM1,U101@DOM1,C1862,C1862,?,?,TGS,Success
2,U101@DOM1,U101@DOM1,C1862,C1862,?,?,TGT,Success
2,U108@DOM1,U108@DOM1,C946,C1691,Kerberos,Network,LogOn,Success
2,U10@DOM1,U10@DOM1,C62,C625,?,?,TGS,Success
2,U10@DOM1,U10@DOM1,C62,U10,?,?,TGS,Success
2,U12@DOM1,U12@DOM1,C366,C467,?,?,TGS,Success
2,U12@DOM1,U12@DOM1,C366,C467,Kerberos,Network,LogOn,Success
2,U12@DOM1,U12@DOM1,C366,C586,Kerberos,Network,LogOn,Success
2,U12@DOM1,U12@DOM1,C366,U12,?,?,TGS,Fail
2,U12@DOM1,U12@DOM1,C368,C368,NTLM,Network,LogOn,Success
2,U13@DOM1,U13@DOM1,C368,C467,Kerberos,Network,LogOn,Success
2,U14@DOM1,U14@DOM1,C421,C421,NTLM,Network,LogOn,Success
2,U156@DOM1,U156@DOM1,C2306,C1691,Kerberos,Network,LogOn,Success
2,U157@DOM1,U157@DOM1,C1691,C1691,?,Network,LogOff,Success
2,U15@DOM1,U15@DOM1,C419,C419,Kerberos,Network,LogOn,Success
2,U1733@DOM1,U1733@DOM1,C5850,C2310,?,?,AuthMap,Success
2,U175@DOM1,C1085$@DOM1,C1085,C1085,?,?,AuthMap,Success
2,U198@DOM1,C1484$@DOM1,C1484,C1484,?,?,AuthMap,Success
2,U1@DOM1,U1@DOM1,C1,C1,?,Network,LogOff,Success
2,U1@DOM1,U1@DOM1,C1191,C1191,?,Network,LogOff,Success
2,U1@DOM1,U1@DOM1,C456,C456,?,Network,LogOff,Success
2,U1@DOM1,U1@DOM1,C626,C626,?,Network,LogOff,Success
2,U1@DOM1,U3@DOM1,C1,C1,?,?,AuthMap,Success
2,U1@DOM1,U3@DOM1,C1191,C1191,?,?,AuthMap,Success
2,U1@DOM1,U3@DOM1,C456,C456,?,?,AuthMap,Success
2,U1@DOM1,U3@DOM1,C626,C626,?,?,AuthMap,Success
2,U207@DOM1,U207@DOM1,C1898,C467,Kerberos,Network,LogOn,Success
2,U20@DOM1,U20@DOM1,C1066,C1066,?,?,TGT,Success
2,U21@DOM1,U21@DOM1,C1741,C1741,?,Network,LogOff,Success
2,U22@DOM1,U22@DOM1,C457,C457,?,Network,LogOff,Success
2,U22@DOM1,U22@DOM1,C612,C612,?,Network,LogOff,Success
2,U22@DOM1,U22@DOM1,C849,C612,Kerberos,Network,LogOn,Success
2,U2483@DOM1,U2483@DOM1,C1922,C1922,?,?,TGT,Success
2,U24@DOM1,U24@DOM1,C1697,TGT,?,?,TGS,Success
2,U24@DOM1,U24@DOM1,C1697,U24,?,?,TGS,Success
2,U24@DOM1,U24@DOM1,C1720,U24,?,?,TGS,Success
2,U24@DOM1,U24@DOM1,C2225,U24,?,?,TGS,Success
2,U24@DOM1,U24@DOM1,C583,U24,?,?,TGS,Success
2,U257@DOM1,U257@DOM1,C51,C457,Kerberos,Network,LogOn,Success
2,U257@DOM1,U257@DOM1,C51,C612,Kerberos,Network,LogOn,Success
2,U25@DOM1,U25@DOM1,C1603,C1603,?,?,TGT,Success
2,U25@DOM1,U25@DOM1,C1603,TGT,?,?,TGS,Success
2,U25@DOM1,U25@DOM1,C1603,U25,?,?,TGS,Success
2,U26@DOM1,U26@DOM1,C616,U26,?,?,TGS,Fail
2,U26@DOM1,U26@DOM1,C616,U26,?,?,TGS,Success
2,U27@DOM1,U27@DOM1,C1730,C1730,?,Network,LogOff,Success
2,U31@DOM1,U31@DOM1,C663,C528,?,?,TGS,Success
2,U31@DOM1,U31@DOM1,C663,C663,?,?,TGT,Success
2,U32@DOM1,C815$@DOM1,C815,C815,?,?,AuthMap,Success
2,U32@DOM1,U32@DOM1,C815,C815,Negotiate,Batch,LogOn,Success
2,U33@C1700,C1700$@DOM1,C1700,C1700,?,?,AuthMap,Success
2,U33@C1700,U33@C1700,C1700,C1700,?,Batch,LogOff,Success
2,U33@C1700,U33@C1700,C1700,C1700,Negotiate,Batch,LogOn,Success
2,U36@C936,U36@C936,C936,C936,?,Batch,LogOff,Success
2,U3@DOM1,U1@DOM1,C1,C1,Kerberos,Network,LogOn,Success
2,U3@DOM1,U1@DOM1,C1191,C1191,Kerberos,Network,LogOn,Success
2,U3@DOM1,U1@DOM1,C456,C456,Kerberos,Network,LogOn,Success
2,U3@DOM1,U1@DOM1,C626,C626,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C1,C1065,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C1,C529,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C1,C586,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C1065,C1065,?,Network,LogOff,Success
2,U3@DOM1,U3@DOM1,C1191,C586,?,?,TGS,Success
2,U3@DOM1,U3@DOM1,C1191,C586,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C1191,U3,?,?,TGS,Success
2,U3@DOM1,U3@DOM1,C419,C419,?,Network,LogOff,Success
2,U3@DOM1,U3@DOM1,C419,C419,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C456,C1065,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C456,C457,Kerberos,Network,LogOn,Success
2,U3@DOM1,U3@DOM1,C626,C1065,Kerberos,Network,LogOn,Success
2,U42@DOM1,SYSTEM@C561,C561,C1025,?,?,AuthMap,Success
2,U42@DOM1,U42@DOM1,C561,C1025,?,?,TGS,Success
2,U42@DOM1,U42@DOM1,C561,C561,?,?,TGT,Success
2,U45@C1106,C1106$@DOM1,C1106,C1106,?,?,AuthMap,Success
2,U45@C1106,U45@C1106,C1106,C1106,?,Batch,LogOff,Success
2,U45@C1504,C1504$@DOM1,C1504,C1504,?,?,AuthMap,Success
2,U45@C1504,U45@C1504,C1504,C1504,?,Batch,LogOff,Success
2,U45@C2115,C2115$@DOM1,C2115,C2115,?,?,AuthMap,Success
2,U45@C2115,U45@C2115,C2115,C2115,?,Batch,LogOff,Success
2,U46@DOM1,C423$@DOM1,C423,C423,?,?,AuthMap,Success
2,U4@DOM1,U4@DOM1,C36,C625,?,?,TGS,Success
2,U4@DOM1,U4@DOM1,C36,U4,?,?,TGS,Success
2,U4@DOM1,U5@DOM1,C36,C36,Kerberos,Network,LogOn,Success
2,U51@DOM1,U51@DOM1,C967,C1487,Kerberos,Network,LogOn,Success
2,U51@DOM1,U51@DOM1,C967,C1487,NTLM,Network,LogOn,Success
2,U59@DOM1,C1634$@DOM1,C1634,C1634,?,?,AuthMap,Success
2,U5@DOM1,U4@DOM1,C36,C36,?,?,AuthMap,Success
2,U5@DOM1,U5@DOM1,C36,C36,?,Network,LogOff,Success
2,U5@DOM1,U5@DOM1,C657,C586,Kerberos,Network,LogOn,Success
2,U63@DOM1,U63@DOM1,C1581,C1581,Kerberos,Network,LogOn,Success
2,U66@DOM1,U66@DOM1,C1673,C1673,?,Network,LogOff,Success
2,U66@DOM1,U66@DOM1,C1673,C1673,Kerberos,Network,LogOn,Success
2,U66@DOM1,U66@DOM1,C2084,C2084,?,Network,LogOff,Success
2,U66@DOM1,U66@DOM1,C779,C779,?,Network,LogOff,Success
2,U6@DOM1,U6@DOM1,C1183,C529,?,?,TGS,Success
2,U6@DOM1,U6@DOM1,C1183,C529,Kerberos,Network,LogOn,Success
2,U6@DOM1,U6@DOM1,C1183,U6,?,?,TGS,Success
2,U6@DOM1,U6@DOM1,C449,C467,Kerberos,Network,LogOn,Success
2,U6@DOM1,U6@DOM1,C606,C1065,Kerberos,Network,LogOn,Success
2,U6@DOM1,U6@DOM1,C61,C61,?,Network,LogOff,Success
2,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
2,U6@DOM1,U6@DOM1,C92,C528,?,?,TGS,Success
2,U6@DOM1,U6@DOM1,C92,U6,?,?,TGS,Success
2,U6@DOM1,U7@DOM1,C1183,C1183,Kerberos,Network,LogOn,Success
2,U6@DOM1,U7@DOM1,C606,C606,Kerberos,Network,LogOn,Success
2,U6@DOM1,U7@DOM1,C92,C92,Kerberos,Network,LogOn,Success
2,U70@DOM1,U70@DOM1,C1691,C1691,?,Network,LogOff,Success
2,U71@DOM1,U71@DOM1,C1633,C1691,Kerberos,Network,LogOn,Success
2,U76@DOM1,C1719$@DOM1,C1719,C1719,?,?,AuthMap,Success
2,U78@DOM1,U78@DOM1,C1581,C1581,Kerberos,Network,LogOn,Success
2,U7@DOM1,U6@DOM1,C1183,C1183,?,?,AuthMap,Success
2,U7@DOM1,U6@DOM1,C606,C606,?,?,AuthMap,Success
2,U7@DOM1,U6@DOM1,C92,C92,?,?,AuthMap,Success
2,U7@DOM1,U7@DOM1,C1183,C1183,?,Network,LogOff,Success
2,U7@DOM1,U7@DOM1,C606,C606,?,Network,LogOff,Success
2,U7@DOM1,U7@DOM1,C92,C92,?,Network,LogOff,Success
2,U825@DOM1,U825@DOM1,C457,C457,?,Network,LogOff,Success
2,U86@DOM1,U86@DOM1,C561,C561,?,Network,LogOff,Success
2,U87@DOM1,U87@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success
2,U88@DOM1,C1772$@DOM1,C1772,C1772,?,?,AuthMap,Success
2,U88@DOM1,U88@DOM1,C1772,C1772,?,Network,LogOff,Success
2,U88@DOM1,U88@DOM1,C1874,C529,Kerberos,Network,LogOn,Success
2,U88@DOM1,U88@DOM1,C529,C529,?,Network,LogOff,Success
2,U8@DOM1,C626$@DOM1,C626,C626,?,?,AuthMap,Success
2,U8@DOM1,SYSTEM@C102,C102,C103,?,?,AuthMap,Success
2,U91@DOM1,U91@DOM1,C1787,C1787,?,?,TGS,Success
2,U91@DOM1,U91@DOM1,C1787,C1787,?,?,TGT,Success
2,U9@DOM1,U9@DOM1,C223,C223,?,Network,LogOff,Success
3,ANONYMOUS LOGON@C1065,ANONYMOUS LOGON@C1065,C1065,C1065,?,Network,LogOff,Success
3,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success
3,C1000$@DOM1,SYSTEM@C1000,C1000,C1000,Negotiate,Service,LogOn,Success
3,C1001$@DOM1,SYSTEM@C1001,C1001,C1001,Negotiate,Service,LogOn,Success
3,C1002$@DOM1,SYSTEM@C1002,C1002,C1002,Negotiate,Service,LogOn,Success
3,C1004$@DOM1,SYSTEM@C1004,C1004,C1004,Negotiate,Service,LogOn,Success
3,C101$@DOM1,C101$@DOM1,C101,C988,Kerberos,Network,LogOn,Success
3,C101$@DOM1,C101$@DOM1,C988,C988,?,Network,LogOff,Success
3,C1017$@DOM1,SYSTEM@C1017,C1017,C1017,Negotiate,Service,LogOn,Success
3,C1018$@DOM1,SYSTEM@C1018,C1018,C1018,Negotiate,Service,LogOn,Success
3,C1020$@DOM1,SYSTEM@C1020,C1020,C1020,Negotiate,Service,LogOn,Success
3,C1021$@DOM1,SYSTEM@C1021,C1021,C1021,Negotiate,Service,LogOn,Success
3,C1026$@DOM1,SYSTEM@C1026,C1026,C1026,Negotiate,Service,LogOn,Success
3,C1029$@DOM1,SYSTEM@C1029,C1029,C1029,Negotiate,Service,LogOn,Success
3,C1030$@DOM1,SYSTEM@C1030,C1030,C1030,Negotiate,Service,LogOn,Success
3,C1032$@DOM1,SYSTEM@C1032,C1032,C1032,Negotiate,Service,LogOn,Success
3,C1035$@DOM1,C1035$@DOM1,C1035,C586,Kerberos,Network,LogOn,Success
3,C1035$@DOM1,C1035$@DOM1,C586,C586,?,Network,LogOff,Success
3,C1037$@DOM1,SYSTEM@C1037,C1037,C1037,Negotiate,Service,LogOn,Success
3,C1038$@DOM1,SYSTEM@C1038,C1038,C1038,Negotiate,Service,LogOn,Success
3,C1045$@DOM1,SYSTEM@C1045,C1045,C1045,Negotiate,Service,LogOn,Success
3,C1051$@DOM1,SYSTEM@C1051,C1051,C1051,Negotiate,Service,LogOn,Success
3,C1054$@DOM1,SYSTEM@C1054,C1054,C1054,Negotiate,Service,LogOn,Success
3,C1058$@DOM1,SYSTEM@C1058,C1058,C1058,Negotiate,Service,LogOn,Success
3,C1063$@DOM1,SYSTEM@C1063,C1063,C1063,Negotiate,Service,LogOn,Success
3,C1069$@DOM1,SYSTEM@C1069,C1069,C1069,Negotiate,Service,LogOn,Success
3,C107$@DOM1,SYSTEM@C107,C107,C107,Negotiate,Service,LogOn,Success
3,C1072$@DOM1,SYSTEM@C1072,C1072,C1072,Negotiate,Service,LogOn,Success
3,C1079$@DOM1,SYSTEM@C1079,C1079,C1079,Negotiate,Service,LogOn,Success
3,C1084$@DOM1,SYSTEM@C1084,C1084,C1084,Negotiate,Service,LogOn,Success
3,C1088$@DOM1,SYSTEM@C1088,C1088,C1088,Negotiate,Service,LogOn,Success
3,C1092$@DOM1,SYSTEM@C1092,C1092,C1092,Negotiate,Service,LogOn,Success
3,C1096$@DOM1,SYSTEM@C1096,C1096,C1096,Negotiate,Service,LogOn,Success
3,C1098$@DOM1,SYSTEM@C1098,C1098,C1098,Negotiate,Service,LogOn,Success
3,C11$@DOM1,SYSTEM@C11,C11,C11,Negotiate,Service,LogOn,Success
3,C1104$@DOM1,SYSTEM@C1104,C1104,C1104,Negotiate,Service,LogOn,Success
3,C1105$@DOM1,SYSTEM@C1105,C1105,C1105,Negotiate,Service,LogOn,Success
3,C1109$@DOM1,SYSTEM@C1109,C1109,C1109,Negotiate,Service,LogOn,Success
3,C111$@DOM1,SYSTEM@C111,C111,C111,Negotiate,Service,LogOn,Success
3,C1113$@DOM1,SYSTEM@C1113,C1113,C1113,Negotiate,Service,LogOn,Success
3,C1116$@DOM1,SYSTEM@C1116,C1116,C1116,Negotiate,Service,LogOn,Success
3,C1120$@DOM1,SYSTEM@C1120,C1120,C1120,Negotiate,Service,LogOn,Success
3,C1127$@DOM1,SYSTEM@C1127,C1127,C1127,Negotiate,Service,LogOn,Success
3,C1129$@DOM1,SYSTEM@C1129,C1129,C1129,Negotiate,Service,LogOn,Success
3,C1130$@DOM1,SYSTEM@C1130,C1130,C1130,Negotiate,Service,LogOn,Success
3,C1132$@DOM1,SYSTEM@C1132,C1132,C1132,Negotiate,Service,LogOn,Success
3,C1138$@DOM1,SYSTEM@C1138,C1138,C1138,Negotiate,Service,LogOn,Success
3,C1145$@DOM1,SYSTEM@C1145,C1145,C1145,Negotiate,Service,LogOn,Success
3,C1151$@DOM1,SYSTEM@C1151,C1151,C1151,Negotiate,Service,LogOn,Success
3,C1154$@DOM1,SYSTEM@C1154,C1154,C1154,Negotiate,Service,LogOn,Success
3,C1155$@DOM1,SYSTEM@C1155,C1155,C1155,Negotiate,Service,LogOn,Success
3,C1158$@DOM1,SYSTEM@C1158,C1158,C1158,Negotiate,Service,LogOn,Success
3,C116$@DOM1,SYSTEM@C116,C116,C116,Negotiate,Service,LogOn,Success
3,C1166$@DOM1,SYSTEM@C1166,C1166,C1166,Negotiate,Service,LogOn,Success
3,C117$@DOM1,SYSTEM@C117,C117,C117,Negotiate,Service,LogOn,Success
3,C1170$@DOM1,SYSTEM@C1170,C1170,C1170,Negotiate,Service,LogOn,Success
3,C1172$@DOM1,SYSTEM@C1172,C1172,C1172,Negotiate,Service,LogOn,Success
3,C1179$@DOM1,SYSTEM@C1179,C1179,C1179,Negotiate,Service,LogOn,Success
3,C1180$@DOM1,SYSTEM@C1180,C1180,C1180,Negotiate,Service,LogOn,Success
3,C1184$@DOM1,SYSTEM@C1184,C1184,C1184,Negotiate,Service,LogOn,Success
3,C1185$@DOM1,SYSTEM@C1185,C1185,C1185,Negotiate,Service,LogOn,Success
3,C1186$@DOM1,SYSTEM@C1186,C1186,C1186,Negotiate,Service,LogOn,Success
3,C1187$@DOM1,SYSTEM@C1187,C1187,C1187,Negotiate,Service,LogOn,Success
3,C119$@DOM1,SYSTEM@C119,C119,C119,Negotiate,Service,LogOn,Success
3,C1190$@DOM1,SYSTEM@C1190,C1190,C1190,Negotiate,Service,LogOn,Success
3,C1196$@DOM1,SYSTEM@C1196,C1196,C1196,Negotiate,Service,LogOn,Success
3,C1197$@DOM1,SYSTEM@C1197,C1197,C1197,Negotiate,Service,LogOn,Success
3,C1198$@DOM1,SYSTEM@C1198,C1198,C1198,Negotiate,Service,LogOn,Success
3,C1202$@DOM1,SYSTEM@C1202,C1202,C1202,Negotiate,Service,LogOn,Success
3,C1208$@DOM1,SYSTEM@C1208,C1208,C1208,Negotiate,Service,LogOn,Success
3,C121$@DOM1,SYSTEM@C121,C121,C121,Negotiate,Service,LogOn,Success
3,C1210$@DOM1,SYSTEM@C1210,C1210,C1210,Negotiate,Service,LogOn,Success
3,C1217$@DOM1,SYSTEM@C1217,C1217,C1217,Negotiate,Service,LogOn,Success
3,C1218$@DOM1,SYSTEM@C1218,C1218,C1218,Negotiate,Service,LogOn,Success
3,C1220$@DOM1,SYSTEM@C1220,C1220,C1220,Negotiate,Service,LogOn,Success
3,C1223$@DOM1,SYSTEM@C1223,C1223,C1223,Negotiate,Service,LogOn,Success
3,C1227$@DOM1,SYSTEM@C1227,C1227,C1227,Negotiate,Service,LogOn,Success
3,C1231$@DOM1,SYSTEM@C1231,C1231,C1231,Negotiate,Service,LogOn,Success
3,C1233$@DOM1,SYSTEM@C1233,C1233,C1233,Negotiate,Service,LogOn,Success
3,C1236$@DOM1,SYSTEM@C1236,C1236,C1236,Negotiate,Service,LogOn,Success
3,C1239$@DOM1,SYSTEM@C1239,C1239,C1239,Negotiate,Service,LogOn,Success
3,C1241$@DOM1,SYSTEM@C1241,C1241,C1241,Negotiate,Service,LogOn,Success
3,C1242$@DOM1,SYSTEM@C1242,C1242,C1242,Negotiate,Service,LogOn,Success
3,C1248$@DOM1,SYSTEM@C1248,C1248,C1248,Negotiate,Service,LogOn,Success
3,C1251$@DOM1,SYSTEM@C1251,C1251,C1251,Negotiate,Service,LogOn,Success
3,C1253$@DOM1,SYSTEM@C1253,C1253,C1253,Negotiate,Service,LogOn,Success
3,C1255$@DOM1,SYSTEM@C1255,C1255,C1255,Negotiate,Service,LogOn,Success
3,C126$@DOM1,SYSTEM@C126,C126,C126,Negotiate,Service,LogOn,Success
3,C1266$@DOM1,SYSTEM@C1266,C1266,C1266,Negotiate,Service,LogOn,Success
3,C127$@DOM1,SYSTEM@C127,C127,C127,Negotiate,Service,LogOn,Success
3,C1271$@DOM1,SYSTEM@C1271,C1271,C1271,Negotiate,Service,LogOn,Success
3,C1274$@DOM1,SYSTEM@C1274,C1274,C1274,Negotiate,Service,LogOn,Success
3,C1275$@DOM1,SYSTEM@C1275,C1275,C1275,Negotiate,Service,LogOn,Success
3,C128$@DOM1,SYSTEM@C128,C128,C128,Negotiate,Service,LogOn,Success
3,C1285$@DOM1,SYSTEM@C1285,C1285,C1285,Negotiate,Service,LogOn,Success
3,C1296$@DOM1,SYSTEM@C1296,C1296,C1296,Negotiate,Service,LogOn,Success
3,C1297$@DOM1,SYSTEM@C1297,C1297,C1297,Negotiate,Service,LogOn,Success
3,C1299$@DOM1,SYSTEM@C1299,C1299,C1299,Negotiate,Service,LogOn,Success
3,C1300$@DOM1,SYSTEM@C1300,C1300,C1300,Negotiate,Service,LogOn,Success
3,C1304$@DOM1,SYSTEM@C1304,C1304,C1304,Negotiate,Service,LogOn,Success
3,C1305$@DOM1,SYSTEM@C1305,C1305,C1305,Negotiate,Service,LogOn,Success
3,C1307$@DOM1,SYSTEM@C1307,C1307,C1307,Negotiate,Service,LogOn,Success
3,C1308$@DOM1,SYSTEM@C1308,C1308,C1308,Negotiate,Service,LogOn,Success
3,C1310$@DOM1,SYSTEM@C1310,C1310,C1310,Negotiate,Service,LogOn,Success
3,C1314$@DOM1,SYSTEM@C1314,C1314,C1314,Negotiate,Service,LogOn,Success
3,C1315$@DOM1,SYSTEM@C1315,C1315,C1315,Negotiate,Service,LogOn,Success
3,C132$@DOM1,SYSTEM@C132,C132,C132,Negotiate,Service,LogOn,Success
3,C1321$@DOM1,SYSTEM@C1321,C1321,C1321,Negotiate,Service,LogOn,Success
3,C1322$@DOM1,SYSTEM@C1322,C1322,C1322,Negotiate,Service,LogOn,Success
3,C1331$@DOM1,SYSTEM@C1331,C1331,C1331,Negotiate,Service,LogOn,Success
3,C1333$@DOM1,SYSTEM@C1333,C1333,C1333,Negotiate,Service,LogOn,Success
3,C1335$@DOM1,SYSTEM@C1335,C1335,C1335,Negotiate,Service,LogOn,Success
3,C1337$@DOM1,SYSTEM@C1337,C1337,C1337,Negotiate,Service,LogOn,Success
3,C1341$@DOM1,SYSTEM@C1341,C1341,C1341,Negotiate,Service,LogOn,Success
3,C1344$@DOM1,SYSTEM@C1344,C1344,C1344,Negotiate,Service,LogOn,Success
3,C1349$@DOM1,SYSTEM@C1349,C1349,C1349,Negotiate,Service,LogOn,Success
3,C1357$@DOM1,SYSTEM@C1357,C1357,C1357,Negotiate,Service,LogOn,Success
3,C1359$@DOM1,SYSTEM@C1359,C1359,C1359,Negotiate,Service,LogOn,Success
3,C1362$@DOM1,SYSTEM@C1362,C1362,C1362,Negotiate,Service,LogOn,Success
3,C1363$@DOM1,SYSTEM@C1363,C1363,C1363,Negotiate,Service,LogOn,Success
3,C1365$@DOM1,SYSTEM@C1365,C1365,C1365,Negotiate,Service,LogOn,Success
3,C1366$@DOM1,SYSTEM@C1366,C1366,C1366,Negotiate,Service,LogOn,Success
3,C1369$@DOM1,SYSTEM@C1369,C1369,C1369,Negotiate,Service,LogOn,Success
3,C1371$@DOM1,SYSTEM@C1371,C1371,C1371,Negotiate,Service,LogOn,Success
3,C1376$@DOM1,SYSTEM@C1376,C1376,C1376,Negotiate,Service,LogOn,Success
3,C1377$@DOM1,SYSTEM@C1377,C1377,C1377,Negotiate,Service,LogOn,Success
3,C1378$@DOM1,SYSTEM@C1378,C1378,C1378,Negotiate,Service,LogOn,Success
3,C1379$@DOM1,SYSTEM@C1379,C1379,C1379,Negotiate,Service,LogOn,Success
3,C1380$@DOM1,SYSTEM@C1380,C1380,C1380,Negotiate,Service,LogOn,Success
3,C1383$@DOM1,SYSTEM@C1383,C1383,C1383,Negotiate,Service,LogOn,Success
3,C1386$@DOM1,SYSTEM@C1386,C1386,C1386,Negotiate,Service,LogOn,Success
3,C1388$@DOM1,SYSTEM@C1388,C1388,C1388,Negotiate,Service,LogOn,Success
3,C139$@DOM1,SYSTEM@C139,C139,C139,Negotiate,Service,LogOn,Success
3,C1392$@DOM1,SYSTEM@C1392,C1392,C1392,Negotiate,Service,LogOn,Success
3,C1394$@DOM1,SYSTEM@C1394,C1394,C1394,Negotiate,Service,LogOn,Success
3,C1399$@DOM1,SYSTEM@C1399,C1399,C1399,Negotiate,Service,LogOn,Success
3,C14$@DOM1,SYSTEM@C14,C14,C14,Negotiate,Service,LogOn,Success
3,C140$@DOM1,SYSTEM@C140,C140,C140,Negotiate,Service,LogOn,Success
3,C1406$@DOM1,SYSTEM@C1406,C1406,C1406,Negotiate,Service,LogOn,Success
3,C1407$@DOM1,SYSTEM@C1407,C1407,C1407,Negotiate,Service,LogOn,Success
3,C1408$@DOM1,SYSTEM@C1408,C1408,C1408,Negotiate,Service,LogOn,Success
3,C1409$@DOM1,SYSTEM@C1409,C1409,C1409,Negotiate,Service,LogOn,Success
3,C141$@DOM1,SYSTEM@C141,C141,C141,Negotiate,Service,LogOn,Success
3,C1412$@DOM1,SYSTEM@C1412,C1412,C1412,Negotiate,Service,LogOn,Success
3,C1416$@DOM1,SYSTEM@C1416,C1416,C1416,Negotiate,Service,LogOn,Success
3,C1417$@DOM1,SYSTEM@C1417,C1417,C1417,Negotiate,Service,LogOn,Success
3,C1418$@DOM1,SYSTEM@C1418,C1418,C1418,Negotiate,Service,LogOn,Success
3,C1420$@DOM1,SYSTEM@C1420,C1420,C1420,Negotiate,Service,LogOn,Success
3,C1426$@DOM1,SYSTEM@C1426,C1426,C1426,Negotiate,Service,LogOn,Success
3,C1427$@DOM1,SYSTEM@C1427,C1427,C1427,Negotiate,Service,LogOn,Success
3,C1428$@DOM1,SYSTEM@C1428,C1428,C1428,Negotiate,Service,LogOn,Success
3,C1431$@DOM1,SYSTEM@C1431,C1431,C1431,Negotiate,Service,LogOn,Success
3,C1433$@DOM1,SYSTEM@C1433,C1433,C1433,Negotiate,Service,LogOn,Success
3,C1439$@DOM1,SYSTEM@C1439,C1439,C1439,Negotiate,Service,LogOn,Success
3,C1441$@DOM1,SYSTEM@C1441,C1441,C1441,Negotiate,Service,LogOn,Success
3,C1442$@DOM1,SYSTEM@C1442,C1442,C1442,Negotiate,Service,LogOn,Success
3,C1445$@DOM1,SYSTEM@C1445,C1445,C1445,Negotiate,Service,LogOn,Success
3,C1453$@DOM1,SYSTEM@C1453,C1453,C1453,Negotiate,Service,LogOn,Success
3,C1459$@DOM1,SYSTEM@C1459,C1459,C1459,Negotiate,Service,LogOn,Success
3,C1460$@DOM1,SYSTEM@C1460,C1460,C1460,Negotiate,Service,LogOn,Success
3,C1461$@DOM1,SYSTEM@C1461,C1461,C1461,Negotiate,Service,LogOn,Success
3,C1462$@DOM1,SYSTEM@C1462,C1462,C1462,Negotiate,Service,LogOn,Success
3,C1467$@DOM1,SYSTEM@C1467,C1467,C1467,Negotiate,Service,LogOn,Success
3,C1480$@DOM1,SYSTEM@C1480,C1480,C1480,Negotiate,Service,LogOn,Success
3,C1490$@DOM1,SYSTEM@C1490,C1490,C1490,Negotiate,Service,LogOn,Success
3,C1492$@DOM1,SYSTEM@C1492,C1492,C1492,Negotiate,Service,LogOn,Success
3,C1496$@DOM1,SYSTEM@C1496,C1496,C1496,Negotiate,Service,LogOn,Success
3,C1497$@DOM1,SYSTEM@C1497,C1497,C1497,Negotiate,Service,LogOn,Success
3,C1499$@DOM1,SYSTEM@C1499,C1499,C1499,Negotiate,Service,LogOn,Success
3,C15$@DOM1,SYSTEM@C15,C15,C15,Negotiate,Service,LogOn,Success
3,C150$@DOM1,C150$@DOM1,C586,C586,?,Network,LogOff,Success
3,C150$@DOM1,SYSTEM@C150,C150,C150,Negotiate,Service,LogOn,Success
3,C1501$@DOM1,SYSTEM@C1501,C1501,C1501,Negotiate,Service,LogOn,Success
3,C1508$@DOM1,SYSTEM@C1508,C1508,C1508,Negotiate,Service,LogOn,Success
3,C151$@DOM1,SYSTEM@C151,C151,C151,Negotiate,Service,LogOn,Success
3,C1511$@DOM1,SYSTEM@C1511,C1511,C1511,Negotiate,Service,LogOn,Success
3,C1512$@DOM1,SYSTEM@C1512,C1512,C1512,Negotiate,Service,LogOn,Success
3,C1514$@DOM1,SYSTEM@C1514,C1514,C1514,Negotiate,Service,LogOn,Success
3,C1517$@DOM1,SYSTEM@C1517,C1517,C1517,Negotiate,Service,LogOn,Success
3,C1518$@DOM1,SYSTEM@C1518,C1518,C1518,Negotiate,Service,LogOn,Success
3,C1522$@DOM1,SYSTEM@C1522,C1522,C1522,Negotiate,Service,LogOn,Success
3,C153$@DOM1,SYSTEM@C153,C153,C153,Negotiate,Service,LogOn,Success
3,C1531$@DOM1,SYSTEM@C1531,C1531,C1531,Negotiate,Service,LogOn,Success
